59.124.81.19,#genre#
JET綜合,http://61.221.81.93:8560/http/192.168.1.10:8088/hls/74/816/ch54.m3u8
三立台灣,http://61.221.81.93:8561/http/192.168.1.10:8088/hls/65/807/ch20.m3u8
三立都會,http://61.221.81.93:8562/http/192.168.1.10:8088/hls/65/807/ch19.m3u8
NHK ,http://61.221.81.93:8564/http/192.168.1.10:8088/hls/62/804/ch06.m3u8
東森綜合,http://61.221.81.93:8826/http/192.168.11.63/ch12.m3u8
MoMo綜合台,http://61.221.81.93:8565/http/192.168.1.10:8088/hls/76/818/momo_max.m3u8
東森超視,http://61.221.81.93:8566/http/192.168.1.10:8088/hls/64/806/ch14.m3u8
中天綜合,http://61.221.81.93:8567/http/192.168.1.10:8088/hls/67/809/ch25.m3u8
中天娛樂,http://61.221.81.93:8568/http/192.168.1.10:8088/hls/67/809/ch26.m3u8
東風衛視台,http://61.221.81.93:8569/http/192.168.1.10:8088/hls/68/810/ch31.m3u8
MUCH TV,http://61.221.81.93:8570/http/192.168.1.10:8088/hls/72/814/ch45.m3u8
東森戲劇,http://61.221.81.93:8574/http/192.168.1.10:8088/hls/64/806/ch13.m3u8
八大戲劇,http://61.221.81.93:8575/http/192.168.1.10:8088/hls/66/808/ch23.m3u8
TVBS歡樂,http://61.221.81.93:8576/http/192.168.1.9:8088/hls/65/807/ch17.m3u8
緯來戲劇,http://61.221.81.93:8577/http/192.168.1.10:8088/hls/69/811/ch33.m3u8
年代新聞台,http://61.221.81.93:8578/http/192.168.1.10:8088/hls/67/809/ch27.m3u8
東森新聞,http://61.221.81.93:8579/http/192.168.1.10:8088/hls/63/805/ch10.m3u8
壹電視新聞,http://61.221.81.93:8580/http/192.168.1.10:8088/hls/66/808/ch24.m3u8
中天新聞_SDI,http://61.221.81.93:8582/http/192.168.1.10:8088/hls/78/80/ch63max.m3u8
民視新聞,http://61.221.81.93:8583/http/192.168.1.10:8088/hls/73/815/ch51.m3u8
三立新聞,http://61.221.81.93:8584/http/192.168.1.10:8088/hls/65/807/ch18.m3u8
非凡新聞,http://61.221.81.93:8586/http/192.168.1.10:8088/hls/75/817/ch57.m3u8
寰宇新聞,http://61.221.81.93:8585/http/192.168.1.10:8088/hls/76/818/ch62.m3u8
正德電視,http://61.221.81.93:8587/http/192.168.1.10:8088/hls/64/806/ch16.m3u8
國興衛視,http://61.221.81.93:8588/http/192.168.1.10:8088/hls/64/806/ch15.m3u8
非凡商業,http://61.221.81.93:8589/http/192.168.1.10:8088/hls/74/816/ch56.m3u8
東森財經,http://61.221.81.93:8590/http/192.168.1.10:8088/hls/63/805/ch11.m3u8
緯來電影,http://61.221.81.93:8592/http/192.168.1.10:8088/hls/69/811/ch35.m3u8
HBO,http://61.221.81.93:8594/http/192.168.1.10:8088/hls/71/813/ch41.m3u8
AXN,http://61.221.81.93:8595/http/192.168.1.10:8088/hls/71/813/ch43.m3u8
CINEMAX,http://61.221.81.93:8596/http/192.168.1.10:8088/hls/71/813/ch42.m3u8
好萊塢電影,http://61.221.81.93:8597/http/192.168.1.10:8088/hls/74/816/ch55.m3u8
緯來育樂,http://61.221.81.93:8603/http/192.168.11.68/ch30.m3u8
緯來體育,http://61.221.81.93:8604/http/192.168.11.67/ch28.m3u8
ELEVEN SPORTS 1 HD,http://61.221.81.93:8605/http/192.168.11.76/evensports1_max.m3u8
ELEVEN SPORTS 2 HD,http://61.221.81.93:8606/http/192.168.11.77/evensports2_max.m3u8
緯來日本,http://61.221.81.93:8607/http/192.168.11.69/ch34.m3u8
ANIMAX 卡通動畫,http://61.221.81.93:8608/http/192.168.11.70/ch39.m3u8
TVBS新聞台,http://61.221.81.93:8611/http/192.168.11.75/ch59.m3u8
Taiwan Plus,http://61.221.81.93:8614/http/192.168.11.61/ch03.m3u8
博斯運動台 II,http://61.221.81.93:8616/http/192.168.11.61/ch04.m3u8
122.117.71.103,#genre#
台視HD,http://mushui.serv00.net/mqlive.php?ip=122.117.71.103&url=http://122.117.71.103:5003/live1047.m3u8
中視HD,http://122.117.71.103:8630/http/61.222.53.250:8081/hls/88/80/Ctv4max.m3u8
華視HD,http://122.117.71.103:8622/http/61.222.53.250:8081/hls/89/80/Cts4max.m3u8
民視HD,http://122.117.71.103:8623/http/61.222.53.250:8081/hls/85/80/Ftv4max.m3u8
公視,http://122.117.71.103:8624/http/61.222.53.250:8081/hls/87/80/Pts4max.m3u8
人間衛視,http://122.117.71.103:8631/http/61.222.53.250:8081/hls/69/811/ch36.m3u8
大愛電視,http://122.117.71.103:8632/http/61.222.53.250:8081/hls/73/815/ch52.m3u8
好消息GOOD TV,http://122.117.71.103:8625/http/61.222.53.250:8081/hls/74/816/ch53.m3u8
Trace Sport Stars,http://122.117.71.103:8626/http/61.222.53.250:8092/upload/212/TraceS_TS-1111_1.m3u8
DISCOVERY,http://122.117.71.103:8627/http/61.222.53.250:8081/hls/71/813/ch44.m3u8
旅遊生活,http://122.117.71.103:8628/http/61.222.53.250:8081/hls/70/812/ch38.m3u8
動物星球,http://122.117.71.103:8633/http/61.222.53.250:8081/hls/70/812/ch37.m3u8
亞洲旅遊,http://122.117.71.103:8634/http/61.67.128.129:8081/hls/76/818/ch61.m3u8
momo親子台,http://122.117.71.103:8635/http/61.222.53.250:8081/hls/90/80/momo4max.m3u8
東森幼幼HD,http://122.117.71.103:8636/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龍華卡通台,http://122.117.71.103:8637/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
緯來綜合HD,http://122.117.71.103:8638/http/61.222.53.250:8081/hls/68/810/ch32.m3u8
八大第一HD,http://122.117.71.103:8639/http/61.222.53.250:8081/hls/66/808/ch22.m3u8
八大綜合HD,http://122.117.71.103:8640/http/61.222.53.250:8081/hls/66/808/ch21.m3u8
三立台灣HD,http://122.117.71.103:8643/http/61.222.53.250:8081/hls/65/807/ch20.m3u8
三立都會HD,http://122.117.71.103:8644/http/61.222.53.250:8081/hls/65/807/ch19.m3u8
韓國娛樂台,http://122.117.71.103:8645/http/61.222.53.250:8092/upload/116/KMTV_TS-1111_1.m3u8
東森綜合HD,http://122.117.71.103:8646/http/61.222.53.250:8081/hls/63/805/ch12.m3u8
超視HD,http://122.117.71.103:8647/http/61.222.53.250:8081/hls/64/806/ch14.m3u8
中天綜合HD,http://122.117.71.103:8648/http/61.222.53.250:8081/hls/67/809/ch25.m3u8
中天娛樂HD,http://122.117.71.103:8649/http/61.222.53.250:8081/hls/67/809/ch26.m3u8
東風衛視,http://122.117.71.103:8650/http/61.222.53.250:8081/hls/68/810/ch31.m3u8
MUCH TV,http://122.117.71.103:8651/http/61.222.53.250:8081/hls/72/814/ch45.m3u8
東森戲劇HD,http://122.117.71.103:8652/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
八大戲劇HD,http://122.117.71.103:8653/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
TVBS歡樂HD,http://122.117.71.103:8654/http/61.222.53.250:8081/hls/65/807/ch17.m3u8
緯來戲劇,http://122.117.71.103:8655/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
龍華戲劇台,http://122.117.71.103:8656/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
龍華日韓劇,http://122.117.71.103:8657/http/61.222.53.250:8068/hls/12/80/cstv12.m3u8
龍華偶像劇,http://122.117.71.103:8680/http/61.222.53.250:8068/hls/11/80/cstv11.m3u8
緯來日本HD,http://122.117.71.103:8681/http/61.222.53.250:8081/hls/69/811/ch34.m3u8
Taiwan Plus,http://122.117.71.103:8658/http/61.222.53.250:8081/hls/87/80/PtsTaiwanPlus4max.m3u8
年代新聞,http://122.117.71.103:8659/http/61.222.53.250:8081/hls/67/809/ch27.m3u8
東森新聞HD,http://122.117.71.103:8660/http/61.222.53.250:8081/hls/63/805/ch10.m3u8
中天新聞,http://122.117.71.103:8661/http/61.222.53.250:8081/hls/78/80/ch63max.m3u8
民視新聞,http://122.117.71.103:8682/http/61.222.53.250:8081/hls/85/80/FtvNews4max.m3u8
三立新聞HD,http://122.117.71.103:8683/http/61.222.53.250:8081/hls/65/807/ch18.m3u8
TVBS新聞HD,http://122.117.71.103:8662/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
TVBS HD,http://122.117.71.103:8663/http/61.222.53.250:8081/hls/75/817/ch58.m3u8
非凡新聞,http://122.117.71.103:8664/http/61.222.53.250:8081/hls/75/817/ch57.m3u8
非凡商業,http://122.117.71.103:8665/http/61.222.53.250:8081/hls/74/816/ch56.m3u8
東森財經HD,http://122.117.71.103:8684/http/61.222.53.250:8081/hls/63/805/ch11.m3u8
寰宇新聞,http://122.117.71.103:8685/http/61.222.53.250:8081/hls/76/818/ch62.m3u8
壹新聞,http://122.117.71.103:8686/http/61.222.53.250:8081/hls/66/808/ch24.m3u8
Bloomberg News,http://122.117.71.103:8687/http/61.222.53.250:8078/hls/43/80/bloomber.m3u8
NHK世界HD,http://122.117.71.103:8688/http/61.222.53.250:8081/hls/62/804/ch06.m3u8
鏡電視新聞台,http://122.117.71.103:8697/http/61.222.53.250:8092/upload/114/MNEWS_TS-1111_1.m3u8
好萊塢電影HD,http://122.117.71.103:8689/http/61.222.53.250:8081/hls/74/816/ch55.m3u8
緯來電影HD,http://122.117.71.103:8666/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
龍華電影台,http://122.117.71.103:8667/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
HBO,http://122.117.71.103:8668/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
AXN,http://122.117.71.103:8669/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
CINEMAX HD,http://122.117.71.103:8670/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
AMC 電影台,http://122.117.71.103:8671/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
寵物頻道,http://122.117.71.103:8690/http/61.222.53.250:8078/hls/40/80/pettv.m3u8
緯來育樂HD,http://122.117.71.103:8691/http/61.222.53.250:8081/hls/68/810/ch30.m3u8
緯來體育HD,http://122.117.71.103:8692/http/61.222.53.250:8081/hls/67/809/ch28.m3u8
博斯運動一,http://122.117.71.103:8693/http/61.222.53.250:8068/hls/15/80/cstv15.m3u8
momo 綜合台,http://122.117.71.103:8694/http/61.222.53.250:8081/hls/76/818/momo_max.m3u8
DAZN 1  HD,http://122.117.71.103:8695/http/61.222.53.250:8078/hls/25/80/esport.m3u8
DAZN 2  HD,http://122.117.71.103:8696/http/61.222.53.250:8078/hls/26/80/esport2.m3u8
廈門衛視,http://122.117.71.103:8672/http/61.222.53.250:8078/hls/42/80/xmtv.m3u8
CCTV4-中央衛視,http://122.117.71.103:8673/http/61.222.53.250:8078/hls/42/80/cctv4.m3u8
海峽衛視HD,http://122.117.71.103:8674/http/61.222.53.250:8078/hls/42/80/fjttv.m3u8
浙江衛視,http://122.117.71.103:8675/http/61.222.53.250:8078/hls/41/80/zhejiang.m3u8
東方衛視,http://122.117.71.103:8676/http/61.222.53.250:8078/hls/41/80/east.m3u8
湖南衛視,http://122.117.71.103:8677/http/61.222.53.250:8078/hls/41/80/huana.m3u8
鳯凰衛視資訊,http://122.117.71.103:8678/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
鳯凰衛視中文,http://122.117.71.103:8679/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
123.51.149.68,#genre#
飯店介紹-藍山大飯店,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/custom19.m3u8
台視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1047.m3u8
中視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1048.m3u8
華視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1049.m3u8
民視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1050.m3u8
公視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1201.m3u8
人間衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1198.m3u8
大愛電視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1216.m3u8
好消息頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1231.m3u8
Trace Sport Stars,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1003.m3u8
DISCOVERY,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1002.m3u8
旅遊生活,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1005.m3u8
動物星球,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1004.m3u8
亞洲旅遊,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1219.m3u8
momo親子台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1007.m3u8
東森幼幼HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1008.m3u8
ANIMAX 卡通動畫頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1060.m3u8
龍華卡通台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/custom29.m3u8
緯來綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1044.m3u8
八大第一HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1043.m3u8
八大綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1019.m3u8
三立台灣HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1021.m3u8
三立都會HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1020.m3u8
韓國娛樂台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1024.m3u8
東森綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1041.m3u8
超視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1180.m3u8
中天綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1022.m3u8
中天娛樂HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1023.m3u8
東風衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1195.m3u8
MUCH TV,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1189.m3u8
東森戲劇HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1042.m3u8
八大戲劇HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1057.m3u8
TVBS歡樂HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1018.m3u8
緯來戲劇,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1186.m3u8
龍華戲劇台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1009.m3u8
龍華日韓劇,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1010.m3u8
龍華偶像劇,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1235.m3u8
緯來日本HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1026.m3u8
Taiwan Plus,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1238.m3u8
年代新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1192.m3u8
東森新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1014.m3u8
中天新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1015.m3u8
民視新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1204.m3u8
三立新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1016.m3u8
TVBS新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1051.m3u8
TVBS HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1251.m3u8
非凡新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1013.m3u8
非凡商業,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1012.m3u8
東森財經HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1017.m3u8
寰宇新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1222.m3u8
壹新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1242.m3u8
CNBC,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1063.m3u8
Bloomberg News,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1066.m3u8
NHK世界HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1027.m3u8
鏡電視新聞台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1031.m3u8
好萊塢電影HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1025.m3u8
緯來電影HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1183.m3u8
龍華電影台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1245.m3u8
HBO,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1029.m3u8
AXN,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1054.m3u8
CINEMAX HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1030.m3u8
AMC 電影台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1032.m3u8
寵物頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1040.m3u8
緯來育樂HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1045.m3u8
緯來體育HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1011.m3u8
博斯運動一,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1225.m3u8
momo 綜合台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1248.m3u8
DAZN 1,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1069.m3u8
DAZN 2,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1072.m3u8
廈門衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1033.m3u8
CCTV4-中央衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1034.m3u8
海峽衛視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1035.m3u8
浙江衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1036.m3u8
東方衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1037.m3u8
湖南衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1038.m3u8
鳯凰衛視資訊,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1210.m3u8
鳯凰衛視中文,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1213.m3u8
探索世界頻道 ,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1257.m3u8
華藝中文台,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1266.m3u8
愛自然頻道 ,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1263.m3u8
搖滾娛樂頻道 ,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1260.m3u8
搖滾電影頻道 ,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1254.m3u8
DreamWorks ,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1269.m3u8
MTV Live音樂頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.149.68&url=http://123.51.149.68:5003/live1272.m3u8
123.51.229.128,#genre#
飯店介紹-藍山大飯店,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/custom19.m3u8
台視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1047.m3u8
中視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1048.m3u8
華視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1049.m3u8
民視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1050.m3u8
公視,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1201.m3u8
人間衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1198.m3u8
大愛電視,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1216.m3u8
好消息頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1231.m3u8
Trace Sport Stars,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1003.m3u8
DISCOVERY,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1002.m3u8
旅遊生活,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1005.m3u8
動物星球,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1004.m3u8
亞洲旅遊,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1219.m3u8
momo親子台,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1007.m3u8
東森幼幼HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1008.m3u8
ANIMAX 卡通動畫頻道,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1060.m3u8
龍華卡通台,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/custom29.m3u8
緯來綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1044.m3u8
八大第一HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1043.m3u8
八大綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1019.m3u8
三立台灣HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1021.m3u8
三立都會HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1020.m3u8
韓國娛樂台,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1024.m3u8
東森綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1041.m3u8
超視HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1180.m3u8
中天綜合HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1022.m3u8
中天娛樂HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1023.m3u8
東風衛視,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1195.m3u8
MUCH TV,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1189.m3u8
東森戲劇HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1042.m3u8
八大戲劇HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1057.m3u8
TVBS歡樂HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1018.m3u8
緯來戲劇,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1186.m3u8
龍華戲劇台,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1009.m3u8
龍華日韓劇,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1010.m3u8
龍華偶像劇,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1235.m3u8
緯來日本HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1026.m3u8
Taiwan Plus,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1238.m3u8
年代新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1192.m3u8
東森新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1014.m3u8
中天新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1015.m3u8
民視新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1204.m3u8
三立新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1016.m3u8
TVBS新聞HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1051.m3u8
TVBS HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1254.m3u8
非凡新聞,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1013.m3u8
非凡商業,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1012.m3u8
東森財經HD,http://mushui.serv00.net/mqlive.php?ip=123.51.229.128&url=http://123.51.229.128:5003/live1017.m3u8
